#PAGE_URL,title,company-name,job-link,job-link_link,short-description-,location
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Sales Supervisor - North Upper Egypt,PepsiCo International,Sales Supervisor - North Upper Egypt,https://wuzzuf.net/jobs/p/cc5848eb-a2c4-4055-94ef-a966cf74d2c0-Sales-Supervisor---North-Upper-Egypt-PepsiCo-International-Beni-Suef-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=9,Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28/ 2020,Beni Suef Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Junior Technical Support Engineer - Upper Egypt,MigrationIT.com,Junior Technical Support Engineer - Upper Egypt,https://wuzzuf.net/jobs/p/39a68f94-611c-4a07-9cba-a79c172fc438-Junior-Technical-Support-Engineer---Upper-Egypt-MigrationIT-com-Assiut-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=4,Full Time · Entry Level · 1-2 Yrs of Exp · ITIL · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software · Hardware - November 10/ 2020,Assiut Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Rednet It Services,Software Developer,https://wuzzuf.net/jobs/p/7f3aec8d-1724-4f0c-9823-1da77c1da615-Software-Developer-Rednet-It-Services-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=20,Full Time · Experienced · 2-3 Yrs of Exp · Software Development · C# · .NET · OOP · ADO.NET · SSRS · SSIS · Computer Engineering · Computer Science · Windows Forms · XML · javaScript · XSLT - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Quality Control Engineer,Bnsights,Senior Software Quality Control Engineer,https://wuzzuf.net/jobs/p/bbc5d1cb-33ff-4c10-acc2-c86eb421c9ec-Senior-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=14,Full Time · Experienced · 3-5 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior E-Commerce Software Developer (Magento 2),shop4build,Senior E-Commerce Software Developer (Magento 2),https://wuzzuf.net/jobs/p/2be88ac7-5a6c-4a5a-8f77-bee5e8ee194b-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=12,Full Time · Part Time · Work From Home · Experienced · 2+ Yrs of Exp · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS · javaScript · HTML - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Interact Technology Solutions,Software Developer,https://wuzzuf.net/jobs/p/d62ebf2a-08d0-4ce4-8f35-4bf04436b429-Software-Developer-Interact-Technology-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=10,· Experienced · 2-4 Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout · Angular JS · Computer Engineering · .NET - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer,BlueCloud,Senior Software Developer,https://wuzzuf.net/jobs/p/87061637-e2b1-4829-8ed5-6c02aa6aa616-Senior-Software-Developer-BlueCloud-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=17,Full Time · Experienced · 3-6 Yrs of Exp · Information Technology (IT) · Software Engineering · Engineering · Computer Science · Programming · C++ · C/C++ · C#.Net · SQL · MySQL · SOAP · XSLT - November 22/ 2020,Sheraton Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Quality Control Engineer,Bnsights,Software Quality Control Engineer,https://wuzzuf.net/jobs/p/c9874cab-e008-49ac-8f0e-d0694ff2c51f-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=13,Full Time · Entry Level · 0-3 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer,BlueCloud,Senior Software Developer,https://wuzzuf.net/jobs/p/87061637-e2b1-4829-8ed5-6c02aa6aa616-Senior-Software-Developer-BlueCloud-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=17,Full Time · Experienced · 3-6 Yrs of Exp · Information Technology (IT) · Software Engineering · Engineering · Computer Science · Programming · C++ · C/C++ · C#.Net · SQL · MySQL · SOAP · XSLT - November 22/ 2020,Sheraton Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Development Manager,Nahdet Misr Publishing Group,Software Development Manager,https://wuzzuf.net/jobs/p/bcd03e2d-9e2b-46ca-965c-73f1258a6b67-Software-Development-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=11,Full Time · Manager · 10+ Yrs of Exp · Software Development · Development · Software · Information Technology (IT) · Computer Science · Software Engineering · .NET · IT/Software Development - November 23/ 2020,Mohandessin Giza
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Bnsights,Software Developer,https://wuzzuf.net/jobs/p/adb37853-4505-4eed-87e9-7b8a9ff34feb-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1,Full Time · Entry Level · 0-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SQL · Software · Angular · C# · .NET · Design · MVC - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Sales Supervisor - South Upper Egypt,PepsiCo International,Sales Supervisor - South Upper Egypt,https://wuzzuf.net/jobs/p/8721f35a-d14f-4d22-bebd-cccd99893e36-Sales-Supervisor---South-Upper-Egypt-PepsiCo-International-Aswan-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=8,Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28/ 2020,Aswan Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,ERP Sales Professional - For Egypt and Saudi...,OdooTec,ERP Sales Professional - For Egypt and Saudi...,https://wuzzuf.net/jobs/p/71c85f97-b730-4b13-b4f7-656ee174048d-ERP-Sales-Professional---For-Egypt-and-Saudi-Arabia-Based-in-Cairo-OdooTec-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=3,Full Time · Experienced · 2+ Yrs of Exp · ERP · Odoo · CRM · Sales · Enterprise Software · eCommerce · IT · IT Sales · Software · Enterprise · B2B · Business Selling · Business Development - November 15/ 2020,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Sales Supervisor - North Upper Egypt,PepsiCo International,Sales Supervisor - North Upper Egypt,https://wuzzuf.net/jobs/p/cc5848eb-a2c4-4055-94ef-a966cf74d2c0-Sales-Supervisor---North-Upper-Egypt-PepsiCo-International-Beni-Suef-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=9,Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28/ 2020,Beni Suef Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Development Manager,Nahdet Misr Publishing Group,Software Development Manager,https://wuzzuf.net/jobs/p/bcd03e2d-9e2b-46ca-965c-73f1258a6b67-Software-Development-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=11,Full Time · Manager · 10+ Yrs of Exp · Software Development · Development · Software · Information Technology (IT) · Computer Science · Software Engineering · .NET · IT/Software Development - November 23/ 2020,Mohandessin Giza
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,ERP Sales Professional - For Egypt and Saudi...,OdooTec,ERP Sales Professional - For Egypt and Saudi...,https://wuzzuf.net/jobs/p/71c85f97-b730-4b13-b4f7-656ee174048d-ERP-Sales-Professional---For-Egypt-and-Saudi-Arabia-Based-in-Cairo-OdooTec-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=3,Full Time · Experienced · 2+ Yrs of Exp · ERP · Odoo · CRM · Sales · Enterprise Software · eCommerce · IT · IT Sales · Software · Enterprise · B2B · Business Selling · Business Development - November 15/ 2020,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer – “.Net Core” (4-6...,CrossWorkers,Senior Software Developer – “.Net Core” (4-6...,https://wuzzuf.net/jobs/p/a280d77d-217b-4f2a-a596-f33abaa122b4-Senior-Software-Developer-%E2%80%93-%E2%80%9C-Net-Core%E2%80%9D-4-6-Months-Contract-CrossWorkers-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=15,· Experienced · 3-15 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SCRUM · Git · Unit Test · Web API · ASP.NET · MVC · .NET Core - November 22/ 2020,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer (Embedded C++),CrossWorkers,Senior Software Developer (Embedded C++),https://wuzzuf.net/jobs/p/3d075795-cfc6-4c64-ac31-f6c7e09c452e-Senior-Software-Developer-Embedded-C---CrossWorkers-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=16,Full Time · Experienced · 4+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · Agile · C++ · Programming · Scrum · Embedded - November 22/ 2020,Cairo Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Rashideen Egypt for Trade,Software Developer,https://wuzzuf.net/jobs/p/ba37eef6-36b6-4c29-8b8f-3c3a0432a397-Software-Developer-Rashideen-Egypt-for-Trade-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=5,Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Microsoft SQL Server · ERP · SQL - October 25/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,AIESEC - MANSOURA,Software Developer,https://wuzzuf.net/internship/e65e2bc0-d223-4d7f-9d9a-7f3ab9744a31-Software-Developer-AIESEC---MANSOURA-Itajuba-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=18,Internship · Entry Level · Software Development · Information Technology (IT) · Software Engineering · Computer Science · Computing · Development · Git · English · Programming · Software Design - November 1/ 2020,Itajuba Brazil
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior E-Commerce Software Developer (Magento 2),shop4build,Senior E-Commerce Software Developer (Magento 2),https://wuzzuf.net/jobs/p/2be88ac7-5a6c-4a5a-8f77-bee5e8ee194b-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=12,Full Time · Part Time · Work From Home · Experienced · 2+ Yrs of Exp · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS · javaScript · HTML - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Implementation Specialist,Informatique Education,Software Implementation Specialist,https://wuzzuf.net/jobs/p/6b34ba79-e831-40db-ad30-5326276270f3-Software-Implementation-Specialist-Informatique-Education-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=7,Full Time · Entry Level · 1-3 Yrs of Exp · Software Implementation · Database Fundamentals · Software Development · Computer Science · Computer Engineering · Information Technology (IT) · Software - November 4/ 2020,Nasr City Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Interact Technology Solutions,Software Developer,https://wuzzuf.net/jobs/p/d62ebf2a-08d0-4ce4-8f35-4bf04436b429-Software-Developer-Interact-Technology-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=10,· Experienced · 2-4 Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout · Angular JS · Computer Engineering · .NET - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer,Bnsights,Senior Software Developer,https://wuzzuf.net/jobs/p/2bb7bd92-fc36-4f7e-85c3-3772f64e468f-Senior-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2,Full Time · Experienced · 3-5 Yrs of Exp · Software Development · Information Technology (IT) · Computer Science · SQL · MVC · Angular · C# · .NET · Programming · Design · Software - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Quality Control Engineer,Bnsights,Software Quality Control Engineer,https://wuzzuf.net/jobs/p/c9874cab-e008-49ac-8f0e-d0694ff2c51f-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=13,Full Time · Entry Level · 0-3 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer – “.Net Core” (4-6...,CrossWorkers,Senior Software Developer – “.Net Core” (4-6...,https://wuzzuf.net/jobs/p/a280d77d-217b-4f2a-a596-f33abaa122b4-Senior-Software-Developer-%E2%80%93-%E2%80%9C-Net-Core%E2%80%9D-4-6-Months-Contract-CrossWorkers-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=15,· Experienced · 3-15 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SCRUM · Git · Unit Test · Web API · ASP.NET · MVC · .NET Core - November 22/ 2020,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Junior Technical Support Engineer - Upper Egypt,MigrationIT.com,Junior Technical Support Engineer - Upper Egypt,https://wuzzuf.net/jobs/p/39a68f94-611c-4a07-9cba-a79c172fc438-Junior-Technical-Support-Engineer---Upper-Egypt-MigrationIT-com-Assiut-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=4,Full Time · Entry Level · 1-2 Yrs of Exp · ITIL · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software · Hardware - November 10/ 2020,Assiut Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Bnsights,Software Developer,https://wuzzuf.net/jobs/p/adb37853-4505-4eed-87e9-7b8a9ff34feb-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=1,Full Time · Entry Level · 0-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · SQL · Software · Angular · C# · .NET · Design · MVC - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Rashideen Egypt for Trade,Software Developer,https://wuzzuf.net/jobs/p/ba37eef6-36b6-4c29-8b8f-3c3a0432a397-Software-Developer-Rashideen-Egypt-for-Trade-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=5,Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Microsoft SQL Server · ERP · SQL - October 25/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,Rednet It Services,Software Developer,https://wuzzuf.net/jobs/p/7f3aec8d-1724-4f0c-9823-1da77c1da615-Software-Developer-Rednet-It-Services-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=20,Full Time · Experienced · 2-3 Yrs of Exp · Software Development · C# · .NET · OOP · ADO.NET · SSRS · SSIS · Computer Engineering · Computer Science · Windows Forms · XML · javaScript · XSLT - New,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Magento Software Developer,Interact Technology Solutions,Magento Software Developer,https://wuzzuf.net/jobs/p/796f19c8-b6c8-420c-8ec0-93a20272f75f-Magento-Software-Developer-Interact-Technology-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=19,· Experienced · 2-4 Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout · Angular JS · Computer Engineering · .NET - November 18/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Developer,AIESEC - MANSOURA,Software Developer,https://wuzzuf.net/internship/e65e2bc0-d223-4d7f-9d9a-7f3ab9744a31-Software-Developer-AIESEC---MANSOURA-Itajuba-Brazil?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=18,Internship · Entry Level · Software Development · Information Technology (IT) · Software Engineering · Computer Science · Computing · Development · Git · English · Programming · Software Design - November 1/ 2020,Itajuba Brazil
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Sales Supervisor - South Upper Egypt,PepsiCo International,Sales Supervisor - South Upper Egypt,https://wuzzuf.net/jobs/p/8721f35a-d14f-4d22-bebd-cccd99893e36-Sales-Supervisor---South-Upper-Egypt-PepsiCo-International-Aswan-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=8,Full Time · Manager · 1-3 Yrs of Exp · FMCG · Sales · Retail · Sales Skills · Sales/Retail - October 28/ 2020,Aswan Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Quality Control Engineer,Bnsights,Senior Software Quality Control Engineer,https://wuzzuf.net/jobs/p/bbc5d1cb-33ff-4c10-acc2-c86eb421c9ec-Senior-Software-Quality-Control-Engineer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=14,Full Time · Experienced · 3-5 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance · Software Testing · Testing · Software Development · ISTQB · Agile - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Vodafone Egypt Customer Care Advisor,Vodafone Egypt,Vodafone Egypt Customer Care Advisor,https://wuzzuf.net/jobs/p/7438ec4b-f23b-4004-9efd-62e304fccf91-Vodafone-Egypt-Customer-Care-Advisor-Vodafone-Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=6,Full Time · Entry Level · 0-3 Yrs of Exp · Advisor · Customer Care · Customer Service · Customer Support · English · Communication · CCNA · Call Center · Customer Service/Support - November 17/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer,Bnsights,Senior Software Developer,https://wuzzuf.net/jobs/p/2bb7bd92-fc36-4f7e-85c3-3772f64e468f-Senior-Software-Developer-Bnsights-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=2,Full Time · Experienced · 3-5 Yrs of Exp · Software Development · Information Technology (IT) · Computer Science · SQL · MVC · Angular · C# · .NET · Programming · Design · Software - New,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Software Implementation Specialist,Informatique Education,Software Implementation Specialist,https://wuzzuf.net/jobs/p/6b34ba79-e831-40db-ad30-5326276270f3-Software-Implementation-Specialist-Informatique-Education-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=7,Full Time · Entry Level · 1-3 Yrs of Exp · Software Implementation · Database Fundamentals · Software Development · Computer Science · Computer Engineering · Information Technology (IT) · Software - November 4/ 2020,Nasr City Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Vodafone Egypt Customer Care Advisor,Vodafone Egypt,Vodafone Egypt Customer Care Advisor,https://wuzzuf.net/jobs/p/7438ec4b-f23b-4004-9efd-62e304fccf91-Vodafone-Egypt-Customer-Care-Advisor-Vodafone-Egypt-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=6,Full Time · Entry Level · 0-3 Yrs of Exp · Advisor · Customer Care · Customer Service · Customer Support · English · Communication · CCNA · Call Center · Customer Service/Support - November 17/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Senior Software Developer (Embedded C++),CrossWorkers,Senior Software Developer (Embedded C++),https://wuzzuf.net/jobs/p/3d075795-cfc6-4c64-ac31-f6c7e09c452e-Senior-Software-Developer-Embedded-C---CrossWorkers-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=16,Full Time · Experienced · 4+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · Agile · C++ · Programming · Scrum · Embedded - November 22/ 2020,Cairo Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=0,Magento Software Developer,Interact Technology Solutions,Magento Software Developer,https://wuzzuf.net/jobs/p/796f19c8-b6c8-420c-8ec0-93a20272f75f-Magento-Software-Developer-Interact-Technology-Solutions-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=19,· Experienced · 2-4 Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout · Angular JS · Computer Engineering · .NET - November 18/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Manager,Al Andalous Medical Company,IT Manager,https://wuzzuf.net/jobs/p/e9457272-083a-441e-99ed-ea9d131f8c23-IT-Manager-Al-Andalous-Medical-Company-Giza-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=119,Full Time · Manager · 10-15 Yrs of Exp · IT · Manager · Information Technology (IT) · Project Management · Computer Science · Engineering · Pharmaceutical · IS · Less · SAP · ERP - November 2/ 2020,6th Of October Giza
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Help Desk Specialist, ,IT Help Desk Specialist,https://wuzzuf.net/jobs/p/0153e4e3-6e6f-4335-a1e0-d32984306af8-IT-Help-Desk-Specialist-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=106,Full Time · Entry Level · 1+ Yrs of Exp · Males Only · Help Desk · English · Information Technology (IT) · Installation · Computer Science · CCNA · MCSE · Installation/Maintenance/Repair - November 2/ 2020,Cairo Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Help Desk Engineer - Nile Badrawi Hospital,Cleopatra Hospitals Group,IT Help Desk Engineer - Nile Badrawi Hospital,https://wuzzuf.net/jobs/p/391187b7-34f8-4f8a-8216-3196974a0888-IT-Help-Desk-Engineer---Nile-Badrawi-Hospital-Cleopatra-Hospitals-Group-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=111,Full Time · Experienced · 2+ Yrs of Exp · Help Desk · Computer Science · Information Technology (IT) · Installation · Software · Computer Systems · English · Information Technology · Microsoft - November 19/ 2020,Maadi Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Technical Support Specialist,The Egyptian Company For Prestressed Concrete,IT Technical Support Specialist,https://wuzzuf.net/jobs/p/d54ab88d-ab6d-47eb-8b4d-01f479f8e461-IT-Technical-Support-Specialist-The-Egyptian-Company-For-Prestressed-Concrete-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=113,Full Time · Experienced · 2-4 Yrs of Exp · Technical Support · Troubleshooting · Software · Computer Science · Information Technology (IT) · Computer Hardware · IT · Hardware · Installation - November 9/ 2020,10th Of Ramadan City Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Technical Support Specialist, ,IT Technical Support Specialist,https://wuzzuf.net/jobs/p/c0d4b742-5e1b-498e-ad16-9fd90eae266d-IT-Technical-Support-Specialist-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=105,Full Time · Entry Level · 1-4 Yrs of Exp · Information Technology (IT) · Communications Engineering · Engineering · Computer Hardware · CCNA · MCSA · Microsoft Exchange Server · Installation - November 16/ 2020,10th Of Ramadan City Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Manager,Expand Cart,IT Manager,https://wuzzuf.net/jobs/p/ef86260f-6e45-4f20-829f-6342660aaeab-IT-Manager-Expand-Cart-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=101,Full Time · Manager · 6-10 Yrs of Exp · Information Technology (IT) · Computer Science · Project Management · Engineering · Management · Information Systems · Telecom · Computer Engineering - New,Cairo Egypt
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Team Leader,World Business Fitness,IT Team Leader,https://wuzzuf.net/jobs/p/651ec085-e42e-48ca-ab45-a4903ed93815-IT-Team-Leader-World-Business-Fitness-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=102,Full Time · Manager · 5-7 Yrs of Exp · IT · Information Technology (IT) · Computer Science · Software · IT/Software Development · Engineering - Telecom/Technology - October 25/ 2020,New Cairo Cairo
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,Assistant IT Manager - Alexandria,Paradise Inn Hotels & Resorts,Assistant IT Manager - Alexandria,https://wuzzuf.net/jobs/p/e7532d3d-0872-4a21-b9f7-ace615ec572a-Assistant-IT-Manager---Alexandria-Paradise-Inn-Hotels-Resorts-Alexandria-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=114,Full Time · Manager · 7+ Yrs of Exp · Information Technology (IT) · Computer Science · Computer · Network Administration · Network Installation · Data Center Management · Data Governance · Software - November 23/ 2020,Mahta Alraml Alexandria
https://wuzzuf.net/a/IT-Software-Development-Jobs-in-Egypt?start=100,IT Specialist,La-Verde Real Estate,IT Specialist,https://wuzzuf.net/jobs/p/24fb0f28-ff21-4af1-a7e5-5cee41ee0122-IT-Specialist-La-Verde-Real-Estate-Cairo-Egypt?l=bp&t=bj&a=IT-Software-Development-Jobs-in-Egypt&o=109,Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Computer Science · SOPHOS Firewall · Installation · CCNA · Maintenance · Firewall · MCSA · Windows Server · SOPHOS - November 9/ 2020,Sheraton Cairo
